ID	Tweet	차원에 영향을	강도 클래스
2017-En-11397	내 자신의 감정에 의해 초래 된 다른 큰 폭풍은 모두를 안타깝게 생각한다. 번개를 즐길	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11185	@TedLeitner @jesseagler 당신은 2 개의 특정 오후 고호보루 (내가 나쁜 말할 수있는)보다 흥미로운 10 시간입니다. # umbrage	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11375	내 인생에서조차 1 년조차 없었다 누군가에게 원한을 품고있는 나의 에너지를 낭비 할 생각은 없습니다. \ n 혐오감을 내기 위하여는	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10961	yay bmth 취소 멜버른 쇼 fanfuckingtastic 그냥 잃어버린 날 지불하고 호텔 요금은 행복한 atm #sad # angry	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10826	스냅 샷의 이름을 #bored #swap # pics	분노	0 : 분노는 추정 할 수없는
2017-ja-11648	두 사람은 매우 피곤하지만 밤은 내 전화에서 내려 오는 것을 항상 원한 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10998	@ easyJet 안녕하세요. INV (EZY864)에서 출발 해 1 시간 이상 늦게 비행 할 예정입니다 만, 어떻게하면 환불을받을 수 있습니까? # boiling	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10093	당신의 트위터의 이미지는 그냥 연기한다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10697	당신이 실패하는 것을 두려워 분노로 손실되어 있나요?	분노	0 : 분노는 추정 할 수없는
2017-En-10714	@ 버락 나는 월스트리트 대한 리 지 워렌의 최신 분노를 사랑 해요.	분노	0 : 분노는 추정 할 수없는
2017-En-11299	보드의 또 다른 L은 현재이 팀과 종이에 매치시킬 수없고 현장에서 볼 수 없습니다. Denver #revenge에	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11549	@TalkTalkCare 어떻게 지구에 당신에게 이메일을 보낼 수 있습니까? 매우 성가신 고객! # fuming	분노	3 : 높은 분노가 추측 할 수있다
2017-JA-10244 & nbsp;이 똥을 제거하십시오. Josh는 나의 스냅을 스크린 샷했습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11477	속도 제한을 초과하는 사람은 나를 자극하는 것입니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11420	아, 오징어는 하나님의 미치광이에 직면하는 17 xbox1 나를 만나러 오는	분노	0 : 분노는 추정 할 수없는
2017-En-11062	@Yannarell @LOLGOP 당신의 # 분노의 피로에도 불구하고, 당신의 빛을 잃지 마세요.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10581	@WBIRSports 그들은 여전히 ​​자신의 범행을 사용하고 있습니다. 펀트.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10161	@ 총채 벌레 @PureGym 그래 오늘은 마구 벌금을 받고 있습니다. 현재 회원으로 지속하고 매력적입니다 ...	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11251	젊은이들은 어르신이 Bakewell Tarts를 어떻게하고 # GBBO	분노	0 : 분노는 추정 할 수없는
2017-En-10830	@Ms_HeartAttack 땅콩 버터가 박혀	분노	0 : 분노는 추정 할 수없는
2017-En-10178	누군가가 나에게 어떤 순서로 불쾌 할 것인가의 우선 순위 목록을 만들 수 있습니까? #racism #animalrights #abortion # cops	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10046	멕시코 여성 가운데는 날 화나게 것이 있습니다. 복지와 아이들을위한 아이들의 자녀의 유치원을 가지고 있습니다. allllat smh.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10904	# oow16 # 괜찮은 신곡	분노	0 : 분노는 추정 할 수없는
2017-En-10071	흑인이 거리에있는 흑인을 죽일 때 당신의 분노는 어디에 있습니까?	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10039	그래서 내 @WishShopping 주문 # 안기. 6 #months ago 나는 $ 500 이상의 주문을 냈습니다. 청구 된 카드. #받지 않고 \ n # 실망하고	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11019	@SopanDeb @johnrobertsFox @azizansari 모든 남쪽 아시아 인을 끊임없는 비트 기자로 스테레오 타입으로는 안됩니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10180	미치광이에서 드래그 루트를 다시 다시 실행 시키면, 당신은 섹스 소년입니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-41097	@ 당신은 그 갈색 부패의 사진을 게시하기 위해 범죄 화해야합니다. 잭 또는 쿠키 또는 디젤의 사진을 입수하여 @ CNN_Ai	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11676	아, 여자는	분노	0 : 분노는 추정 할 수없는
2017-JA-10333	@SapientSoldier 거친 있지만 토지를 넘은 광견병 짐승의 결정판. 구속 된 호흡에서 자라 난 // // 자신을 찢을 -	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10767	@CharlotteBnntt 농담입니다. 나는 향입니다	분노	0 : 분노는 추정 할 수없는
2017-En-10552	오랫동안 원한을 품을 수 미숙 한 것을 알고있는 것은 지혜입니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10989	스타 트랙 온라인은 아 아 발언을 다운로드하는 업데이트가 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10684	@LisaAsquithtobe @ craig8710 @WayneHaselden @ june65wigan 우리는 최대의 클럽이기 때문에 모두가 위건에 대항하고 있습니다. 분노	0 : 분노는 추정 할 수없는
2017-ja-10768	절반 수준으로 유지하고 있습니다. 후반에 예상보다 좋은 범죄	분노	0 : 분노는 추정 할 수없는
2017-En-10449	만약 어제 내 계정이 해킹했다 같은 공격이 있으면, 미안 해요. 모든 지금 고정되어 있습니다. 내가 원하는 : - / #angry # annoyed	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11395	약은 나를 태우고 있습니다	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11511	내 영혼 속에서 행복하고 참된 모든 것을 투영은 어떻게 지구상에서 독사의 새끼 뱀입니까? #patronus #adder # offended	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10863	나는 @ Sam_Canaday & amp; amp; @KYLEJDOWSON은 나처럼 실제로 작동해야합니다 & amp; amp; @dowson_brady 오늘은 스냅 샷의 비디오가 없습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-11624	NJ @ latimes @ NBCNews & nbsp;에서 일어난 참혹한 비극 속에서 미디어의 전화를 받고있는 Authentic Afghan Restaurant 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11345	@ Dak2future 장식은 이미 저지 위에 올라 있습니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10747	분노 싸고 예의는 비싸다. 모두가 예의라고는 기대하지 마십시오. #ThoughtfulThursday #anger # politeness	분노	0 : 분노는 추정 할 수없는
2017-En-10517	내 2 개의 베스트 Fwendz을 찾을 @ lifeisbeautiful에서 나와 함께 분노 할 것입니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10888	분노는 쇠퇴했다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10948	@virginmedia 나는 방학 동안 끊어졌습니다 만, 10 월 1 일까지 집을 이동하지 않습니다. 분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10101	사람들의 대부분은 저에게서 성교를 자극시킵니다 사람들에게 CBA ahahah	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10680	@PerfectQuartz 그녀는 그녀의 옆에 체재하기 위하여 조금 조깅 매번 뺨에 뺨을 날려있다. 'Oh - jeez Jasper 왜 -	분노	0 : 분노는 추정 할 수없는
2017-En-10175	저녁을 먹고 잊어 버린 지금은 모든과 모두 분노하고 있습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11239	#GBBO 가정적인 순수한 텔레비전 금입니다. 채널 4는 그것을 스타트 업하려고합니다. 메리, 수, 멜이 없어졌다. 끝났습니다. 나는 나오고있다. 👋	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10168	@bt_uk 왜 추적 내 기기가 배송 된 것을 표시합니까? 왜 내 서비스가 갑자기 늦어합니까? 우리는 이미 3 주를 보냈습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10375	@cc_yandian @ HillaryClinton 그녀의 팀은 일상의 개성을 위해 모자에서 무승부해야한다 # 약초 #eller #quiet # screamer # 😂😂	분노	2 : 적당한 양의 분노 추측 할 수있다
2017-En-11438	@victoriarghhh 화가 않았지만 기울고있다? 조금 화가? 그것은 차가운가요?	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11276	@ Bickley_Marotta 5 회 턴 오버를 강제하고 7 점에 꽤 좋은 범죄를 가지고 있기 때문에 ..... 아 기다리고있다. NO !!	분노	0 : 분노는 추정 할 수없는
2017-JA-41184	치과 의사는 내게 말했다 "나는 당신의 앞에 입술을 마비시키는거야, 그래서 당신은 피트 번즈 같은 입술을 가지고있는 것처럼 느낀다! ..... 그녀는 올바른 # pout	분노	0 : 분노는 추정 할 수없는
2017-JA-10252	@ lemonlover666 '똥'은 지옥에서 바로 나오는 마법 소녀를 그리는 것조차하지 않는다;)	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11469	@SMalloy_LWOS 실행 연주 LT를 폭파하는 것은 쉽지 않다. 그는 Sua위한 이음새를 만들고	분노	0 : 분노는 추정 할 수없는
2017-En-11460	그룹 사이의 관계는 # anger은 외부인에 대해 더 부정적 편견이있는 말로 생각합니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10311	@Deadspin @jrzy_boy 이것은 그가 더 무거운 게임을하고 싶다고 생각했기 때문에 중단 된 것입니다. 우리는 자신의 죄를 필요로했다. 특히.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11415	나는 화가!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10091	지금 폭발적인 분노가 나를 놀라게했기 때문에, 내 방에서 우는거야.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11103	행복한 무지에 다시가는 것은 어떻습니까? # fury	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10690	- 머리 남자의 보행이 끝나고 주인이 그에게서 떨어져 나가는 것을보고 반응은 그의 목에서 설렘을 끕니다. - (@DocHQuinzel)	분노	0 : 분노는 추정 할 수없는
2017-En-11687	@ 1BearTruth 표준 쓴 반응 .... 대도시의 작은 클럽은 어떤 느낌? 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10347	@Alanafergusson 스냅 meee	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10692	당신의 거품을 무시하고 죄송하지만 더 이상 그 세기가 없습니다. 21 세기에 오신 것을 환영합니다.	분노	0 : 분노는 추정 할 수없는
2017-En-11364	@shod_jpg 그녀는 연기를 내고 남자입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10454	@ LaraTheIrish & lt; 모두를 느낀다. 그녀는 모든 것을 기억했다. 에바노라, 이것은 생물의 분노에 연료를 공급하고 미친 & gt;	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11095	Instagram 당신의 sh * t를 심각하게 정렬합니다. 나는 당신이 그것을 제거하고 그것을 게시하지 않기 때문에 그 캡션을 쓰는 년을 보냈다! # instagram	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11589	아기에 내 눈썹을 휘둘러 그녀는 웃으며 그녀의 하하 사랑 해요.	분노	0 : 분노는 추정 할 수없는
2017-En-11434	@RadiateZen 그건 사실입니다, 그것은 방향으로 간다. 하지만 채식의 분노를 받고 있습니다! 웃음! 나는 개인적으로	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11245	내 블라인드 내가 창문 사이에는 큰 말벌이 울리고있었습니다. 하프! #wasp #evil # buzz	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-40360	누군가가 Candice 바람이 변화한다면, 그녀는 그 똥 っ 목소리로 붙어 있다고 알려야합니다. # GBBO	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10911	아기가 너무 일찍 태어난 것은 6 년 후의 일입니다. 그것은 어제처럼 느껴집니다. # 슬픈 # emotionalrollercoaster	분노	0 : 분노는 추정 할 수없는
2017-ja-10128	@ggreenwald Smh 이념적으로 파산하고 기회주의적인 시설을 지금 제거한다. 그들은 모든 다리와 사회 계약을 불 태우고있다. # anger	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11594	직장에서 내 옷을 바꾸고, 내 사전 운동을했습니다 .. 체육관에가는 길에 교통이 있습니다 - 사전 교육이 찹니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10996	지루한 시간 때우기는 킥 / 스 내쳐 트 #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country # countrygirl	분노	0 : 분노는 추정 할 수없는
2017-En-11686	그래서, 내 피가 끓는 분노하고있다.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10307	... 플랫 파티와 나는 즉시 그것에 대해 bollocked 가져옵니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10556	@billburr DirectTV이 최고입니다. 분명히, 당신은 조용한 분노 속에 앉아있을뿐입니다. "아무 말도하지, 말하지 마"& nbsp; 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-11454	@ Grace_thomas473 당신은 똥을 계속 날 화나게하려고하지만 분노	3 : 높은 분노가 추측 할 수있다
2017-En-10921	@MaddenFreestyle 나는 미치광이를하고 싶은 게임을 돌려 게임을로드하기 전에 나는 즉시 그것을 해제합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10304	@ RepDelBene : '오늘의 절차와 과정이 우리의 구성원으로 모욕되어 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11363	지옥에는 20 대 후반의 같은 분노는 없습니다. 정부의 동의를 얻은 사람은 양식을 제출하기 전에 만료됩니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10278	오늘 밤 너무 화가입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11655 & nbsp;하지만 당신의 죄책감의 양심이 당신에게도 적용된다고 생각하게되었다 위하여 당신이 쓴 생활을하고자한다면, 그것은 당신에 있습니다. 나는 유감은 없습니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-11452	#anger 당신과 당신의 진실 사이의이 장벽이라고 생각합니다. @ laurascoe	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11668	@StrangeFacesLA 왜이 계정 내 따르지 않나요?	분노	0 : 분노는 추정 할 수없는
2017-En-11700	나는 토큰이 많이 저장되어 있으며, 이벤트의 노래를 스팸 싶은데, 내 눈이 너무 피곤합니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11616	마지막 # 상업 😆😆😆😆😆😆 # TNF	분노	0 : 분노는 추정 할 수없는
